Time (h),S,DO2,O2,P,V,Wt,pH,T,Q,CO2outgas,Fg,RPM,Fpaa,Fs,Fa,Fb,Fc,Foil,Fh,Fw,pressure,Fremoved,Control_ref,PAT_ref,Batch_ref,OUR,CER,NH3_offline,Viscosity_offline,PAA_offline,P_offline,X_offline,Fault flag,Batch ID
2.2,1.5265695970162616,14.548133889032867,0.20627159542372764,0.001,57978.020730829965,62706.60927638394,6.496801058720056,298.01605919598796,190.7166326131732,0.10781233024161133,30.0,100.0,5.0,8.0,0.0,23.15964088146142,62.24763867066465,22.0,5.2379735749917495,0.0,0.6,0.0,0.0,1.0,1.0,-0.0700267744387215,0.03968790562033376,,,,,,0.0,1
2.4000000000000004,1.5713750075367467,14.53020002475824,0.20616683112955814,0.0009994482714010418,57980.12189316211,62713.19039441543,6.512848708446879,297.9569468765528,174.9496976167845,0.10987207498257343,30.0,100.0,5.0,8.0,0.0,23.86454738191112,38.76842615021169,22.0,0.523797357499175,0.0,0.6,0.0,0.0,1.0,1.0,-0.0646155420720222,0.04044722346441386,,,,,,0.0,1
2.6000000000000005,1.614749984542386,14.493745421005068,0.20591248840386522,0.0009989189758111262,57981.09442501066,62718.641963434195,6.520324866921093,297.9200558221846,165.10940072907746,0.11200390498275388,30.0,100.0,5.0,8.0,0.0,18.154078366298936,19.536513283323494,22.0,0.0523797357499175,0.0,0.6,0.0,0.0,1.0,1.0,-0.051164984877143306,0.04123315815515335,,,,,,0.0,1
2.8000000000000003,1.6564287327396574,14.46398893818299,0.20568842127476222,0.0009984190237793823,57980.32284797294,62722.34632627496,6.514502727209054,298.014259482821,190.23765613452287,0.1142117862927635,30.0,100.0,5.0,8.0,0.0,9.474426130428697,5.860953984997048,22.0,31.81458529807238,0.0,0.6,0.0,0.0,1.0,1.0,-0.03935857583396787,0.04204717639428807,,,,,,0.0,1
3.0000000000000004,1.6966210077606685,14.443980032762251,0.2055450098319126,0.000997939463679922,57978.27911659335,62724.78138322437,6.498785527049717,297.96919274149184,178.21647876937476,0.11649978840427774,30.0,100.0,5.0,8.0,0.0,3.1475685963030866,35.63999314422855,22.0,3.181458529807238,0.0,0.6,0.0,0.0,1.0,1.0,-0.031901953472743674,0.04289078352202064,,,,,,0.0,1
3.2,1.7347489567955958,14.41837695397594,0.20539782148170313,0.0009974601252652243,57976.24042638184,62727.220109506205,6.483266551324594,297.9378459252584,169.85513440439556,0.11887883121127923,30.0,100.0,5.0,8.0,0.0,3.117708489614309,19.920170536685724,22.0,0.31814585298072384,0.0,0.6,0.0,0.0,1.0,1.0,-0.02425470964117295,0.04376801145230896,,,,,,0.0,1
3.4000000000000004,1.785578530732592,14.38371614268677,0.20515894049260527,0.0009969338302108356,57976.825564798426,62732.74212519783,6.477357467696198,298.0333611403274,195.33265456288441,0.12135211167382641,30.0,100.0,5.0,15.0,0.0,9.282305346002323,5.976051161005717,22.0,30.48834502275607,0.0,0.6,0.0,0.0,1.0,1.0,-0.011695497757512647,0.04468004535756322,,,,,,0.0,1
3.6000000000000005,1.8350599904793548,14.374914322695204,0.2051154858459799,0.0009963777866275158,57979.10395806162,62739.9662911945,6.483821603376764,297.9911419735552,184.07073550325484,0.12391309624811785,30.0,100.0,5.0,15.0,0.0,17.786722714693333,36.833123678746105,22.0,3.048834502275607,0.0,0.6,0.0,0.0,1.0,1.0,-0.009644397946232636,0.04562448244033573,,,,,,0.0,1
3.8000000000000003,1.8831350029699279,14.34673756861148,0.20496048618970383,0.0009958037488169737,57982.572483509175,62748.39346263644,6.49717589043631,297.96157437235775,176.18307658346043,0.12656050675824435,30.0,100.0,5.0,15.0,0.0,23.68778429022407,22.80218979161124,22.0,0.30488345022756075,0.0,0.6,0.0,0.0,1.0,1.0,-0.0016142849778982046,0.046600857761723125,,,,,,0.0,1
4.0,1.9294123715079707,14.325099326815973,0.2048355383442203,0.0009952299427344205,57986.15883448991,62756.92744422141,6.511218334573893,297.9474499572803,172.4148532258501,0.12929082682933798,30.0,100.0,5.0,15.0,0.0,24.24759568603115,12.585835137595652,22.0,0.030488345022756075,0.0,0.6,0.0,0.0,1.0,1.0,0.004791409772538542,0.04760788092776559,,,,,,0.0,1
4.2,1.9742471600174523,14.293469965300496,0.20464169175011995,0.000994673810682527,57988.72587338507,62764.44752031736,6.518360940379057,298.01753188128237,191.11324938452444,0.13210523644666103,30.0,100.0,5.0,15.0,0.0,19.192285862491296,3.775750541278695,22.0,19.9412679054024,0.0,0.6,0.0,0.0,1.0,1.0,0.014882463599920152,0.04864599372632987,,,,,,0.0,1
4.4,2.0433547246093475,14.246299194809206,0.2044051039846402,0.0009941443940684645,57989.70680696781,62771.786318807965,6.51233563691467,297.9941524367298,184.87512352590323,0.13501382756905847,30.0,100.0,5.0,15.0,0.0,11.295470723155274,26.08932083308413,30.0,1.99412679054024,0.0,0.6,0.0,0.0,1.0,1.0,0.02725054598680467,0.04971892588277436,,,,,,0.0,1
4.6000000000000005,2.110959919808292,14.202749094277541,0.2041099174115786,0.0009936337139976282,57989.60167870877,62778.05829074425,6.497605220519415,297.9788074577023,180.78064566732016,0.13802708830675778,30.0,100.0,5.0,15.0,0.0,5.837882826679765,18.155243580519127,30.0,0.19941267905402402,0.0,0.6,0.0,0.0,1.0,1.0,0.042740361285265836,0.05083055464055656,,,,,,0.0,1
4.800000000000001,2.176003640038814,14.165805663440057,0.20385832986273283,0.0009931209354329673,57989.58746668612,62784.4160457001,6.483954391106964,297.97342348786015,179.34402093710838,0.14114921171977374,30.0,100.0,5.0,15.0,0.0,6.277737173953624,12.817288027551783,30.0,0.019941267905402404,0.0,0.6,0.0,0.0,1.0,1.0,0.05587362966801132,0.05198243615354853,,,,,,0.0,1
5.000000000000001,2.238914434005053,14.131154954594654,0.20363862942059888,0.0009925875388126237,57990.75078125987,62791.96055640581,6.478915630363515,297.97564086836815,179.9357156598613,0.1443824580392056,30.0,100.0,5.0,15.0,0.0,12.163379551018725,10.280185438545672,30.0,0.0019941267905402406,0.0,0.6,0.0,0.0,1.0,1.0,0.06728107059234704,0.05317541422339826,,,,,,0.0,1
5.2,2.298948457472087,14.101073685971446,0.20346563900080236,0.0009920274256292282,57993.48941176515,62801.06120581077,6.485528350569869,297.9803472973301,181.19166818860904,0.1477276004379029,30.0,100.0,5.0,15.0,0.0,20.045785568417738,10.08894228237746,30.0,0.00019941267905402408,0.0,0.6,0.0,0.0,1.0,1.0,0.07617228788680543,0.05440978453192997,,,,,,0.0,1
5.4,2.3572889355667175,14.056336680524867,0.20318368507978,0.0009914675398233182,57996.26979256948,62810.21802249176,6.497565566956622,297.9871114450794,182.9968721974529,0.15118681020122723,30.0,100.0,0.0,15.0,0.0,25.264362117748316,10.782562484256417,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.09087405140179941,0.05568635919992913,,,,,,0.0,1
5.6000000000000005,2.41314394048537,14.013148862052368,0.20290401359862548,0.000990907355601489,57999.12938795098,62819.454017944896,6.509950888705367,297.9955705884343,185.25459812056758,0.15476208124794533,30.0,100.0,0.0,15.0,0.0,25.672621687853436,12.343918890417982,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.10543212989869077,0.05700588554620859,,,,,,0.0,1
5.800000000000001,2.467677455861929,13.97532014355714,0.2026655531926321,0.0009903633562149392,58001.0774687131,62827.80606325981,6.513147391678238,298.00343032269194,187.35247650265356,0.15844681200983715,30.0,100.0,0.0,15.0,0.0,21.127163800587805,14.728271430220403,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.11776898225131188,0.05836593875925429,,,,,,0.0,1
6.000000000000001,2.5209324690619233,13.944923512048664,0.2025038961911025,0.0009898391016298167,58001.86378185501,62835.01982726277,6.507792867276703,298.0109387472597,189.35668624048265,0.16224533812444958,30.0,100.0,0.0,15.0,0.0,15.33029502500576,17.21033324022936,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.12598801235283097,0.05976813102709879,,,,,,0.0,1
6.2,2.5716128662927473,13.91165221924396,0.20234627455864002,0.0009893266642253202,58001.91819661025,62841.48903646438,6.4966304643010035,298.01740533540016,191.08285805625775,0.16615569626431795,30.0,100.0,0.0,15.0,0.0,11.680837756793286,19.8704288101123,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.13397706545871246,0.061211749979365966,,,,,,0.0,1
6.4,2.620215239125561,13.874542615204195,0.2021511873532948,0.0009888106084448625,58002.134955093505,62848.12935499532,6.486610899290137,298.02440912814143,192.95248617149878,0.17017699854617807,30.0,100.0,0.0,15.0,0.0,12.50223606611083,22.455291556558834,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.14395017393743612,0.0626964804113564,,,,,,0.0,1
6.6000000000000005,2.6669946115068592,13.828774896845283,0.201884751918625,0.0009882776121569127,58003.31349345197,62855.74412491742,6.482532697395732,298.03152336480724,194.8516767996814,0.17431248246808273,30.0,100.0,0.0,15.0,0.0,17.321524595797023,25.475800718750136,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.1577106674138938,0.06422353074361513,,,,,,0.0,1
6.800000000000001,2.711263322972114,13.77965742981003,0.20158455407137096,0.0009877227590047181,58005.7779474366,62864.64739437613,6.4856013596366395,298.03753228967145,196.45589947077775,0.17857215086437941,30.0,100.0,0.0,15.0,0.0,23.761209897890694,28.793026228199878,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.17324857400205668,0.06579660883420678,,,,,,0.0,1
7.000000000000001,2.7524664460274986,13.732741948122154,0.20130694572115196,0.0009871508988053568,58009.281610760336,62874.58827317777,6.494602434179301,298.041035074711,197.39113207188245,0.18296716118562245,30.0,100.0,0.0,15.0,0.0,28.965235830118957,31.994874711628356,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.1875593894261634,0.06741985107454439,,,,,,0.0,1
7.2,2.7899038156721963,13.685783746315922,0.20106972854834293,0.0009865745262126208,58013.10255492714,62884.83278375352,6.503511357135232,298.0481729202172,199.29708522116363,0.18751792925062383,30.0,100.0,0.0,15.0,0.0,30.561089097026482,34.565729476463744,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.19969614243201858,0.06910081631243331,,,,,,0.0,1
7.4,2.8250997594087357,13.646273955643283,0.20086025113571826,0.0009860055983128594,58016.52938271526,62894.685900678254,6.510387236514188,298.0542188897552,200.9116378683144,0.19220965135535906,30.0,100.0,0.0,15.0,0.0,28.60143714224941,38.540830589980246,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.21033674988614234,0.07083405584667705,,,,,,0.0,1
7.6000000000000005,2.8568692291591065,13.584952801846631,0.20052524431147004,0.0009854530770822257,58019.01198732204,62903.589227314325,6.509646004307121,298.0586146206242,202.0856004309685,0.1970431467611917,30.0,100.0,0.0,15.0,0.0,23.88896141435691,42.37964074743171,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.2276297958965378,0.0726198915178508,,,,,,0.0,1
7.800000000000001,2.8851092829260607,13.524921474268135,0.20016848684303096,0.0009849153264192998,58020.61404436918,62911.605838597396,6.502294364510477,298.0618583674285,202.95196469486146,0.20202999755541645,30.0,100.0,0.0,15.0,0.0,19.492480823483998,45.88403149152877,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.24604903533760328,0.07446262322096886,,,,,,0.0,1
8.0,2.910089751053598,13.475854983283206,0.19989790949584654,0.0009843819848702397,58021.92535769614,62919.325773705656,6.492413692967406,298.0643153802299,203.60824330824127,0.20717187182016797,30.0,100.0,0.0,15.0,0.0,18.04341289060926,49.16820443089814,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.25986485504772444,0.07636288959534601,,,,,,0.0,1
8.2,2.9324716949375453,13.410316092486877,0.1995296800463961,0.0009838396207201934,58023.73580039258,62927.57315042892,6.485471149153277,298.0705275555919,205.26763672909945,0.21247574756102033,30.0,100.0,0.0,15.0,0.0,20.546173851154073,52.311234524922796,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.2788342265182042,0.07832329308269702,,,,,,0.0,1
8.4,2.9522429837459914,13.525316469169347,0.2018575876541308,0.000983279080440464,58026.59826508758,62936.89115364847,6.482265889185853,298.0780847330598,207.28645701380748,0.17155877861672336,42.0,100.0,0.0,15.0,0.0,25.816754078681598,56.84783418742707,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.22323756718188373,0.08848936888018505,,,,,,0.0,1
8.6,2.969220154348158,13.472670092163343,0.201996252062965,0.0009826965057381416,58030.7697764841,62947.52391991427,6.485096602970082,298.0804010844119,207.90531637560468,0.17045975650738152,42.0,100.0,0.0,15.0,0.0,32.37049320247574,62.05325243333529,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.21305472656131588,0.08792123916257005,,,,,,0.0,1
8.799999999999999,2.982294759692926,13.422382384046534,0.20183541619951162,0.0009820964552330323,58036.02253088262,62959.223735754844,6.493390348159199,298.08030818698825,207.88051275874852,0.1740454951473082,42.0,100.0,0.0,15.0,0.0,37.78062588621913,65.72389230853655,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.22451678419024793,0.08977491492378735,,,,,,0.0,1
9.0,2.9925494914669035,13.375465662383967,0.2016869833931134,0.000981490468619851,58041.69108185223,62971.3708509109,6.503655251388949,298.0833400402109,208.69074726150544,0.17824592427313954,42.0,100.0,0.0,15.0,0.0,39.86439403824194,68.68951072768108,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.23495742099622466,0.09194657992730391,,,,,,0.0,1
9.2,2.999118067442163,13.305351700884458,0.201346138146347,0.0009808924145389515,58046.954202305955,62983.11087948736,6.511075091628037,298.08151874731243,208.2039892107799,0.18262235055403822,42.0,100.0,0.0,15.0,0.0,37.840268074911,72.7477538322277,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.25971387239442595,0.09420948999245035,,,,,,0.0,1
9.4,3.001072508312154,13.227672876686055,0.20094518008556034,0.000980311970930608,58051.22044149113,62993.83323207569,6.511985810961939,298.07834330461066,207.35519844905318,0.18714081185054454,42.0,100.0,0.0,15.0,0.0,32.854318284587386,75.22192039099902,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.28890726871346867,0.09654611246827549,,,,,,0.0,1
9.6,2.998420406515513,13.164420789194825,0.2006637750105447,0.0009797496843079057,58054.41862938121,63003.47141144823,6.5060177348075525,298.08025539558713,207.86637880853314,0.19179738613893238,42.0,100.0,0.0,15.0,0.0,27.515181210952235,77.19700537984134,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.3091583277142585,0.09895444478088673,,,,,,0.0,1
9.8,2.991572684965153,13.089411820449659,0.20029212233435412,0.0009791967520742973,58057.02639783396,63012.50579812594,6.494791349368353,298.0894488595941,210.32433919105821,0.1965885747137502,42.0,100.0,0.0,15.0,0.0,24.572746092820395,80.81836650988815,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.33608845927911474,0.10143270314333586,,,,,,0.0,1
10.0,2.9791348358608505,13.014439402491771,0.19999892751374737,0.000978637550159832,58059.94187336001,63021.83617226895,6.483043244775808,298.1047313890512,214.41064870229116,0.20154263029564293,42.0,100.0,0.0,15.0,0.0,26.13034157351723,86.98534824448156,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.35714321349621275,0.10399553028932072,,,,,,0.0,1
10.2,2.9613120245344344,12.943070907752686,0.1997138039518091,0.0009780564539806445,58064.10387562741,63032.39838404803,6.478168227732494,298.1202171948263,218.5517731016447,0.20666641025683563,42.0,100.0,0.0,15.0,0.0,32.38654468157976,95.54320216191552,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.37756054066561745,0.10664650705220907,,,,,,0.0,1
10.4,2.9391170748149196,12.867664053245438,0.19938007655727405,0.0009774477364641251,58069.89980292075,63044.60407865128,6.480661823104646,298.1277538025556,220.56746217916606,0.21194999830650849,42.0,100.0,0.0,15.0,0.0,40.574383616163104,104.69861327281204,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.4015489334664946,0.10938053705684264,,,,,,0.0,1
10.6,2.9108343690435166,12.769007770931172,0.19891608991559748,0.0009768153318147036,58077.12892403309,63058.24289229848,6.486684214811539,298.14078414950717,224.05306452540864,0.21742505331917023,42.0,100.0,0.0,15.0,0.0,47.75958765234042,111.69074420210076,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.435148797704863,0.11221404009484733,,,,,,0.0,1
10.8,2.878277172958296,12.69460021195634,0.19859075519503794,0.00097616748292654,58085.3103633401,63072.83757457754,6.494535933315155,298.15180463232565,227.00156145749884,0.22306483905420704,42.0,100.0,0.0,15.0,0.0,52.540516774742954,120.92045693825209,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.45842210545811785,0.1151332188349195,,,,,,0.0,1
11.0,2.8410752470563367,12.616835627177604,0.19827270895926577,0.0009755148701771866,58093.814597906225,63087.76461626008,6.502492873464908,298.16575108057975,230.73362599475303,0.22886867608209494,42.0,100.0,0.0,15.0,0.0,54.17631598556715,129.90420151501007,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.481116169709962,0.11813775920413223,,,,,,0.0,1
11.2,2.7992640624096565,12.544868602671444,0.1980063000043011,0.0009748683816274978,58102.00668260992,63102.37422459178,6.508520434236078,298.16108969959765,229.48604432367657,0.23482865510756581,42.0,100.0,0.0,15.0,0.0,52.62480210997219,140.32574625374886,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.49995305173591026,0.12122360439113895,,,,,,0.0,1
11.4,2.7519908185264716,12.457970516513852,0.19767209555045648,0.0009742360090902294,58109.40549566423,63116.184349092015,6.511417188970685,298.1639634394973,230.25538800082683,0.2409573203642421,42.0,100.0,0.0,15.0,0.0,48.66120400239543,144.82863697475943,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.5237671945322521,0.12439728863080085,,,,,,0.0,1
11.6,2.6977951413136454,12.37191791289787,0.19743406841026268,0.0009736213033304934,58115.78073425866,63128.95153339952,6.507091215823797,298.152330934062,227.14083183752788,0.24728762539833435,42.0,100.0,0.0,15.0,0.0,43.539251787655935,151.8959013324183,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.5404308198385794,0.12767592282151358,,,,,,0.0,1
11.8,2.6373104800155014,12.272468463764708,0.1970672592380561,0.0009730179570598946,58121.482334266024,63141.03232179704,6.499725412575422,298.1533442137137,227.4122190881482,0.25383031909045733,42.0,100.0,0.0,15.0,0.0,40.16701370942115,154.00976288913122,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.5665644332199106,0.13106512732668055,,,,,,0.0,1
12.0,2.5683340308467604,12.154869468749387,0.19658127716910775,0.0009724156342964885,58127.098388558166,63152.994344328676,6.4868589048985905,298.14734342244986,225.80501028419934,0.2606192304132913,42.0,100.0,0.0,15.0,0.0,39.73733178567417,160.15899818706225,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.6014314738419309,0.13458248703601577,1783.7967482620472,8.063928611195989,1519.2999187465223,0.0009843819848702397,1.3323362755682515,0.0,1
12.2,2.493352665281208,12.045589175763581,0.19607811512141776,0.0009717968389232317,58133.661537740205,63165.87958273261,6.4756863629631916,298.1556557339599,228.03178100039352,0.26761018954502536,42.0,100.0,0.0,15.0,0.0,44.478668056863285,163.83153361791665,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.6374982563716415,0.13820517908167895,,,,,,0.0,1
12.4,2.440637037665966,11.929049841585647,0.19550329990548246,0.0009710965582213225,58145.06145854037,63184.517851408535,6.467822120166749,298.1632550284575,230.06808282441924,0.2748339253417509,42.0,100.0,0.0,30.0,0.0,53.679366226490345,172.26966536523372,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.6787634476800432,0.14194918892174122,,,,,,0.0,1
12.6,2.3804224944002885,11.830782383178404,0.19510012417782494,0.0009703548203910644,58158.927099226166,63205.58528873259,6.46368405976022,298.17633388639877,233.5736697274537,0.28227342155687707,42.0,100.0,0.0,30.0,0.0,66.02966531924949,180.66616965407556,30.0,0.0001,0.0,0.6,0.0,0.0,1.0,1.0,0.7073348638379291,0.1458057629759181,,,,,,0.0,1
12.8,2.314414480235881,12.564623603949947,0.1947099985714899,0.0009695666113290445,58175.5903691661,63229.47394769105,6.4659903789245705,298.1869398877532,236.41728630028408,0.2899200891928954,42.0,100.0,0.0,30.0,0.0,80.03840177486259,191.24344450223242,30.0,0.0001,0.0,0.7,0.0,0.0,1.0,1.0,0.7348949488228685,0.1497705127581389,,,,,,0.0,1
13.0,2.2411503763738456,12.451139219065267,0.19433947708891605,0.0009687360038924529,58194.86490639286,63255.98889188139,6.475556617750725,298.18891953113507,236.94836305053582,0.2978241462932564,42.0,100.0,0.0,30.0,0.0,93.11267258341965,201.41694427491566,30.0,0.0001,0.0,0.7,0.0,0.0,1.0,1.0,0.7609584156806116,0.15386954844633197,,,,,,0.0,1
13.2,2.160794739356201,12.35341097506544,0.19401154360735623,0.0009678769052504349,58215.986321711316,63284.35286692487,6.488040614317496,298.17495244956234,233.20059605110237,0.3059804607190616,42.0,100.0,0.0,30.0,0.0,102.34590012458835,209.03062202223944,30.0,0.0001,0.0,0.7,0.0,0.0,1.0,1.0,0.7838447300920893,0.15810029047560822,,,,,,0.0,1
13.4,2.074812173720912,12.240577247273716,0.19353208323391233,0.0009670058285328609,58237.95530036331,63313.56295408862,6.4992490614933605,298.1725330008922,232.55121407397152,0.3143410456010854,42.0,100.0,0.0,30.0,0.0,106.58403861246464,211.2816139718489,30.0,0.0001,0.0,0.7,0.0,0.0,1.0,1.0,0.8177876086049736,0.1624379233851716,,,,,,0.0,1
13.6,1.9832276487810276,12.131653063781856,0.19311266073552846,0.000966137159861126,58259.87302000779,63342.754901299835,6.505332682623165,298.174593881523,233.10487381070647,0.32290816975127196,42.0,100.0,0.0,30.0,0.0,106.33834342268672,217.1123741510342,30.0,0.0001,0.0,0.7,0.0,0.0,1.0,1.0,0.847275064264449,0.1668836943053482,,,,,,0.0,1
13.8,1.8849555683614319,12.003150453264954,0.19262720579951648,0.0009652783517349735,58281.2519259759,63371.41319467288,6.5093920673607775,298.18705822044706,236.45408967612698,0.3316909336964606,42.0,100.0,0.0,30.0,0.0,103.66420868022696,224.3115113671366,30.0,0.0001,0.0,0.7,0.0,0.0,1.0,1.0,0.8815344339941107,0.1714423996006485,,,,,,0.0,1
14.0,1.7803631527934398,11.894919480126472,0.1922659388322798,0.0009644346042549809,58301.76274554755,63399.209943556496,6.5114794265106175,298.19944901664684,239.78504834822724,0.3407065395072053,42.0,100.0,0.0,30.0,0.0,99.35129130732622,235.14352224832373,30.0,0.0001,0.0,0.7,0.0,0.0,1.0,1.0,0.9066582872064789,0.17612304843903298,,,,,,0.0,1
14.2,1.667391057149215,11.759189053835913,0.19176991673035249,0.0009636084394932388,58321.238034116795,63425.94701942872,6.511293382590938,298.21219108008364,243.21187286923583,0.3499668768712315,42.0,100.0,0.0,30.0,0.0,94.20070817734715,246.33954766208242,30.0,0.0001,0.0,0.7,0.0,0.0,1.0,1.0,0.9415637433585445,0.1809319015150099,,,,,,0.0,1
14.4,1.543998918642685,11.603125875671255,0.19120604450929934,0.0009627989593422566,58339.68907334546,63451.6504462293,6.507717347825596,298.24421715913974,251.828575298386,0.3595446658227082,42.0,100.0,0.0,30.0,0.0,89.12593529069137,258.12196670053777,30.0,0.0001,0.0,0.7,0.0,0.0,1.0,1.0,0.9813341147145306,0.18590682853591992,,,,,,0.0,1
